0A:0,01124646|0,01161266|0|0|
0B:0,01124646|0,01161266|0|0|
0C:0,01124646|0,01161266|0|0|
0D:0,01124646|0,01161266|0|0|
0E:0,01124646|0,01161266|0|0|
0F:0,01124646|0,01161266|0|0|
0G:0,01124646|0,01161266|0|0|
0H:0,01124646|0,01161266|0|0|
0I:0,01124646|0,01161266|0|0|
0J:0,01124646|0,01161266|0|0|
0K:0,01124646|0,01161266|0|0|
0L:0,01124646|0,01161266|0|0|
0M:0,01124646|0,01161266|0|0|
0N:0,01124646|0,01161266|0|0|
1A:0,01124646|0,01161266|0|0|
1B:0,02414974|0,0223649|0|0,005472398|
1C:0,04473444|0|0|0,01128258|
1D:0|0|0|0|
1E:0,1946929|0,1951481|0|0|
1F:0,3903754|0,3892994|0|0,0975609|
1G:0,7804402|0,1942832|0|0,1948923|
1H:0,3902332|0,06771719|0|0,3876929|
1I:0,1949881|0,1921991|0|0,1784547|
1J:0,3906106|0,09763592|0|0,09616209|
1K:0,1953034|0,048822|0|0,194529|
1L:0,09763873|0|0|0,09764989|
1M:0|0|0|0|
1N:0,02440291|0|0|0|
2A:0,01124646|0,01161266|0|0|
2B:0,04473444|0|0|0,01128258|
2C:0,1946929|0,1951481|0|0|
2D:0,7804402|0,1942832|0|0,1948923|
2E:0,1949881|0,1921991|0|0,1784547|
2F:0,1953034|0,048822|0|0,194529|
2G:0|0|0|0|
2H:0,02309809|0,02399255|0,005630048|0|
2I:0,09702567|0,09738947|0,02181907|0,02420311|
2J:0,3901415|0,3903819|0,09740955|0,09704229|
2K:1,562108|0,3902485|0,3895575|0,3904182|
2L:0,390604|0,3905793|0,09447049|0,3902354|
2M:0|0,09760816|0,09764942|0,3906144|
2N:0,09763135|0,02440546|0|0,09762532|
3A:0,01124646|0,01161266|0|0|
3B:0|0|0|0|
3C:0,7804402|0,1942832|0|0,1948923|
3D:0,3906106|0,09763592|0|0,09616209|
3E:0|0|0|0|
3F:0,04614806|0,04853182|0,01181119|0,01148635|
3G:0,3901415|0,3903819|0,09740955|0,09704229|
3H:0,7807109|0,1951516|0,194412|0,7807609|
3I:0|0,09760816|0,09764942|0,3906144|
3J:0,04881778|0|0,01219859|0,04881153|
3K:0,1758648|0,1948574|0,04687571|0,04675918|
3L:1,561565|1,562122|0,390228|0,3901631|
3M:0|0,7812386|0,1952869|0,7807699|
3N:0,3906147|0,09763813|0,09762827|0|
4A:0,01124646|0,01161266|0|0|
4B:0,1946929|0,1951481|0|0|
4C:0,1949881|0,1921991|0|0,1784547|
4D:0|0|0|0|
4E:0,09702567|0,09738947|0,02181907|0,02420311|
4F:1,562108|0,3902485|0,3895575|0,3904182|
4G:0|0,09760816|0,09764942|0,3906144|
4H:0,04644101|0,04460917|0,01191675|0|
4I:0|0,7807957|0,1950716|0,1946972|
4J:0|0,7812386|0,1952869|0,7807699|
4K:0,1952769|0,04882023|0,0488153|0,1952844|
4L:0,3820834|0|0,09348311|0,09378365|
4M:6,24917|1,561751|1,561927|1,561729|
4N:1,562426|0,3905919|0|1,562462|
5A:0,01124646|0,01161266|0|0|
5B:0,3903754|0,3892994|0|0,0975609|
5C:0,1953034|0,048822|0|0,194529|
5D:0,04614806|0,04853182|0,01181119|0,01148635|
5E:1,562108|0,3902485|0,3895575|0,3904182|
5F:0,1952749|0,04881192|0,04881543|0,1952905|
5G:0,1758648|0,1948574|0,04687571|0,04675918|
5H:1,561631|0,3906179|0,3895129|1,561108|
5I:0,1952769|0,04882023|0,0488153|0,1952844|
5J:0|0|0|0|
5K:0|0|0|0|
5L:0,1953064|0|0,04881812|0,1952873|
5M:3,116386|3,123768|0|0,7797291|
5N:6,249958|1,562418|1,562478|1,562184|
6A:0,01124646|0,01161266|0|0|
6B:0,7804402|0,1942832|0|0,1948923|
6C:0|0|0|0|
6D:0,3901415|0,3903819|0,09740955|0,09704229|
6E:0|0,09760816|0,09764942|0,3906144|
6F:0,1758648|0,1948574|0,04687571|0,04675918|
6G:0|0,7812386|0,1952869|0,7807699|
6H:0,09403834|0,09340898|0,02272947|0|
6I:6,24917|1,561751|1,561927|1,561729|
6J:0,3905576|0,09764565|0,09763233|0,3906171|
6K:3,116386|3,123768|0|0,7797291|
6L:3,124968|0,781244|0,7808132|3,124951|
6M:1,557294|1,551504|0,3830535|0|
6N:0|0|0|0|
7A:0,01124646|0,01161266|0|0|
7B:0,3902332|0,06771719|0|0,3876929|
7C:0,02309809|0,02399255|0,005630048|0|
7D:0,7807109|0,1951516|0,194412|0,7807609|
7E:0,04644101|0,04460917|0,01191675|0|
7F:1,561631|0,3906179|0,3895129|1,561108|
7G:0,09403834|0,09340898|0,02272947|0|
7H:3,123565|0|0,780426|3,123683|
7I:0,1696794|0,1905826|0,04662036|0|
7J:6,247713|1,561868|1,559025|6,248765|
7K:0,3886031|0|0,09412108|0|
7L:0|0|3,123538|12,49763|
7M:0,7792777|0|0,192011|0|
7N:0|0|0|0|
